public_path	logical_workspace_path	previous_sha256	current_sha256	current_snapshot_path	historical_commit
benchmark/set_H/cocopye_predictions.tsv	data/benchmarks/set_H_ncbi/cocopye_predictions.tsv	fcd9f1ade907e42b14402683abe79c623d4fe4e73856429a94c7474ee41cb39e	da4b518944008845a6f82c263a3d709974f3b2418c2443968e083f64c6837818	snapshot/results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_H_ncbi/cocopye_predictions.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_accuracy_by_cohort.tsv	results/revision/cami2/analysis/cami2_accuracy_by_cohort.tsv	ccf064a68e9afb9e39b668f5151cc1ba8aa0f8b25c15f5ba5d6d202f38f680bc	b902797c4b8ebea641287c993d7e6e175148a4beda578485f416f975a2b2bacc	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_accuracy_by_cohort.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_censoring.tsv	results/revision/cami2/analysis/cami2_censoring.tsv	caa9b4f7a0ec5c1ef30db8e3d9de8deb38e6a5581e56960dcc5f97689363491d	494284ab663c76b56d1b068f97cd92bf7240b4dd660c93fd77ac306ebad6c5ef	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_censoring.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_detection_slopes.tsv	results/revision/cami2/analysis/cami2_detection_slopes.tsv	100e04e77eef8d3c74ed9bb7115cf2009153daf241de211cea75f3ef9bb1163e	cd8fa7cc18b8550b7802d80f52cbee0011654963ef04024894ae59539c5277e6	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_detection_slopes.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_domain_restriction.tsv	results/revision/cami2/analysis/cami2_domain_restriction.tsv	bb5a1405b25f14061f94dff316add0c0dd0b41972b87b4e42d8d7446b6d32e4b	078731a54cd74a9b7d2e0c97b9ac51a1d87c3ee57bf43414a8a39bfcfc725cb8	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_domain_restriction.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_gold_by_completeness_decile.tsv	results/revision/cami2/analysis/cami2_gold_by_completeness_decile.tsv	ae26a864d1f47534ce20341cac1976f63669dd77e8af6b1b507f08f14370aee4	e115b738eda40c14f20faae32c11cd3ab9e36851b4e6a74e580bcbb46619c400	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_gold_by_completeness_decile.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_headline.json	results/revision/cami2/analysis/cami2_headline.json	461e67e0e3ac4fead9c6b82895ec0d1c3045cf40e6a780a046f779a41841aa7a	1bfb2eb26a022a6283188b3c5aa59fed309655d1de5085689b7883b5d9250613	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_headline.json	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_mimag.tsv	results/revision/cami2/analysis/cami2_mimag.tsv	d7623518316b00de5205061c97d73b2b3fa3d78550731db67716b6024eff26d3	4a3effca42372718c4687748c948ba63cc3192a2d3bacb7f768f5c1c6e26c96a	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_mimag.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_mixed_by_distance.tsv	results/revision/cami2/analysis/cami2_mixed_by_distance.tsv	84ae8c7d799f17ba667391c5e9ca3bb982e8efc8ea073943ae08edbb1c51b36e	a1129a9572274c7de216172166dfd9d95278f62fc00a65ff20c9b4d5eecfb2f5	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_mixed_by_distance.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_paired_tests.tsv	results/revision/cami2/analysis/cami2_paired_tests.tsv	28aa01d8243ce06a0b18b862bfe9edb8c1599a31a9bad3f4c372b2b92e11f5a7	a41be62b791bddb893d63c957efbc9bea5c58349471b9d71756e8dd67fac6aab	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_paired_tests.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_sensitivity_subsampling.tsv	results/revision/cami2/analysis/cami2_sensitivity_subsampling.tsv	f2e492e3e9df41854b288c2d40462fc1183e130fac5ea937df3ad03feb068165	1632ad7283d4be6592e5e9f1b8d99b4007247127486cc36547ce15664abc5202	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_sensitivity_subsampling.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_setF_comparison.tsv	results/revision/cami2/analysis/cami2_setF_comparison.tsv	7e89f43076876b8fe4012f95d41023d65e6fc9f269ac72517b07b0fd7277d293	27f3c70d3b4730c7414b8b84e3dc4ba47ebb459965d41fa1094ea132946fed4a	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_setF_comparison.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_wellcontrolled_by_distance.tsv	results/revision/cami2/analysis/cami2_wellcontrolled_by_distance.tsv	277a997ac5cc122c926a11721f45d3b4550c9ed910be4ec090ee009449c50b27	02d87e611ba116b1a7ba8c794cd5fcc87eaf9f2c8d62649ead87a7fc4e07d5da	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_wellcontrolled_by_distance.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/analysis/cami2_ws39_rows.tsv	results/revision/cami2/analysis/cami2_ws39_rows.tsv	7b4b508960a5822a133056dfb2df927f4182d6c9ec3142ae9482c49343453703	720407c12a1e9fe62fcba8b50cae62ff2e4848bbdd52a6ec5755fc4882bfb271	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_ws39_rows.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/predictions/marine_gold_all_tools.tsv	results/revision/cami2/predictions/marine_gold_all_tools.tsv	872109b362472fcc0d8e908ad4919f4b1b45fc41899d5cb123b2b51fd28fdb2e	85cb3d25e65d605c1fcabc50199cc6bdb49f67b0fca6abf22d6a28e5ffb53aff	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/marine_gold_all_tools.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/predictions/marine_mixed_all_tools.tsv	results/revision/cami2/predictions/marine_mixed_all_tools.tsv	ec4e9779b8227bf6dc2045ff7508dd778435fa7772b0a2745affdc0ed59c64f7	e4573d19991578ad5a004d091f14309b7606e7a69f6983fac780cd6137dfec43	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/marine_mixed_all_tools.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/predictions/strain_madness_gold_all_tools.tsv	results/revision/cami2/predictions/strain_madness_gold_all_tools.tsv	25583f0bc678f69a385c7b2d1ecb44e4808f0cb0f5a499a58cec0437374a1ee6	e53306e27cf85c189d61ec1dc45d756d4e13b3c10f6dfe06796a904816f3b3e8	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/strain_madness_gold_all_tools.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/cami2/predictions/strain_madness_mixed_all_tools.tsv	results/revision/cami2/predictions/strain_madness_mixed_all_tools.tsv	bdd7fd71e4d8abfc8b439389934011ab0692fc706ea3d97fb9edc4d047040b0f	30f010092c75c3f478a998ae3e555c983e1c6edf0c8ef1687c4d6afa44225ca0	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/strain_madness_mixed_all_tools.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_adjusted_truth_sensitivity.tsv	results/revision/circularity/ws1_11_adjusted_truth_sensitivity.tsv	9be04aeccb5d71734e22d2be2a0ce54cf7a923c7dcd984025dd77b628e9314df	8ac0fb0d6301f649fe99bcab0b92aa3141b09d9aef8ac0ed30d10cd3c1fc5592	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_adjusted_truth_sensitivity.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_arm_metrics.tsv	results/revision/circularity/ws1_11_arm_metrics.tsv	f29dc16987ef4383eb2a01eb5b0bf2cb1ee68b98d72539ef209016728a52b30f	a7f9e3b6a3e51c794d81e4efd4300be58a488b0803ce60fdeca5208905c5521d	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_arm_metrics.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_did_vs_competitors.tsv	results/revision/circularity/ws1_11_did_vs_competitors.tsv	086eed249707e51f3400d2847ad3b4f99f7efc75ac0b966383f0e74360d56005	0cd585cf0adcf319ff84776065d09836e62be1856d7eaaba3e1ffad1e07ae5cb	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_did_vs_competitors.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_mimag.tsv	results/revision/circularity/ws1_11_mimag.tsv	a14802356cc6d1671aff20ee8d54c7e659e9a713bb3a836b67d02613a79940fb	ee0b201459c9a5224b97ec252ea2c2cf513cbe9913d9523c503f6a1534769a02	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_mimag.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_paired_arm_tests.tsv	results/revision/circularity/ws1_11_paired_arm_tests.tsv	d87e451e1f3e59cdd5dcda47d8861b52d224ceefa9e8213832a95f7d88a1ef62	29d170b8579656fb104bbfb02686644e872667df9327da8a25633cbcc611087f	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_paired_arm_tests.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_per_reference_errors.tsv	results/revision/circularity/ws1_11_per_reference_errors.tsv	1cf984ab08b511ca10ebcfc71dc7b2f9cd4ed9505d5855a904360ecf2ef561c8	17d76a5630ff6832abec8aae9098aed7ec0665d3a0eca1218147035eb1b4abf9	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_per_reference_errors.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_reference_incompleteness_mechanism.tsv	results/revision/circularity/ws1_11_reference_incompleteness_mechanism.tsv	44b105691887c1f64e469e509593f8ca1d99ff72bd7b487c4f9c5c3778f82486	9944915e1fa44691c443eb77588f06a2f7b0206867d961caa8637d2fe3bdd00e	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_reference_incompleteness_mechanism.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_reference_level_scores.tsv	results/revision/circularity/ws1_11_reference_level_scores.tsv	b398c48b4504229976796d9852535daa09f95df1b17ff1b96c57a8877c41f243	acc47acc53a9e0404328bf76ee5b82e5194cc1cfb45002da5a3b80d0440de22c	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_reference_level_scores.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_reference_level_summary.json	results/revision/circularity/ws1_11_reference_level_summary.json	e5970aafb5df832a8fd6f4ef768c2a8c6e2caf62e59882584e3ba4fb67794716	031712dfac72cb0443f9843e0f3025b395d10e4231fc3fa9f9b4a14a0834dc15	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_reference_level_summary.json	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_stratified_by_true_value.tsv	results/revision/circularity/ws1_11_stratified_by_true_value.tsv	a8c96d3c3724b9d96ab8e78d2bb1104ff255d5884e2121b44939cf7985d030f6	29ed8c75c43b0460a133f33aa750feed930a1d6e9f32df62352677e29f7b7967	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_stratified_by_true_value.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_summary.json	results/revision/circularity/ws1_11_summary.json	9e65dc39bd3eef9f7bcbc46ee1df3007d0f81c59ebb06a8757b3e979f87b88a1	4befd34b0a4938ed3e72bb9736cf5ca282ab8fb5e1dac4c67eeeaee962d49db3	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_summary.json	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/circularity/ws1_11_thresholds.tsv	results/revision/circularity/ws1_11_thresholds.tsv	4020c9b132709729225f098db592c9a1c8e3ff16329dbea6a282699c7f7d6bb0	bd4dd5967875ed08c3c92be37a17410898a2738ffb35c6b2e50f7767a1b914c7	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_thresholds.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/definitive_domain_restriction.tsv	results/revision/metrics/definitive_domain_restriction.tsv	690684e20872fa1f04a6a0deb7f6f95ac81bc42291df084ba947788ce1e732b6	00d4ce30c7629538a35ee6c9112a4832915d82ff2bde2be222b342820192c77e	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_domain_restriction.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/definitive_headline.json	results/revision/metrics/definitive_headline.json	9a9acdca40a0c40cd4162bfe33971b195face2bbd42a88edf8e7cef3b7772a2e	92d392c5e7b229ad9ba91e0c2444124a08b71a7022391fc23b1c62ca90e6fb5a	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_headline.json	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/definitive_mimag.tsv	results/revision/metrics/definitive_mimag.tsv	2dfe2ef9abc0fa3f4a2cdc76d965497236567879690d12c209ca7c0d434214d0	7fc2e4cbb5cc63f8378c052bcb76f041f6c5d24a3bd76b05bd33f2cb0d030af1	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_mimag.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/definitive_table_5set.tsv	results/revision/metrics/definitive_table_5set.tsv	5a0ff00269e1bf575fd520b29f88073bb3106515bb7ac8d66864454c91270dc1	2a0c0774e7c60e51c09be464838e3efee5aeabd9f96d34349777b312f051406d	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_table_5set.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/definitive_table_5set_wide.tsv	results/revision/metrics/definitive_table_5set_wide.tsv	c22d5810136ae0903fc829b0a4d47586af1cdad8c75f6b16b11552e2deb96cd6	6c66d6501ddc3e87bdcea8a5f08c6d16c4f0aadf07e30a3160b32187fb54adcd	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_table_5set_wide.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/definitive_thresholds.tsv	results/revision/metrics/definitive_thresholds.tsv	abf4373528cfd7e40351b86ee08ab0e77eb8c3c03625cf017ccd60687b0737a0	7c81aa3b33f141de2d102aba9976f69b09384a0e49b0fba60ab6e79bed4e5948	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_thresholds.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/verification_vs_published.tsv	results/revision/metrics/verification_vs_published.tsv	e13dcef06d33acaef2b5727c6651a5640cce069306b22d34c2b3beba7e700db5	ab4d4760d7d9b01f36ebdf9d8fa37242caaa48b715b32c5954df7e8169db249b	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/verification_vs_published.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.10_pooled_cluster_definition_sensitivity.tsv	results/revision/metrics/ws5.10_pooled_cluster_definition_sensitivity.tsv	1f79e4b41b8eed71c9f801f4ab487620cc176ef78387c0f814ad6c2ff7f2e1a3	f13752c0421c8f077e90d7cb5565d5a67e398075cafd07bc8b818f6b920baf9c	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.10_pooled_cluster_definition_sensitivity.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.1_mimag_class_metrics.tsv	results/revision/metrics/ws5.1_mimag_class_metrics.tsv	f508b2e66d179d699600495794606e1c0c4d838ffee252f5b21f95ed871da337	7a2bcfca9d32b0e7046dc06616a4846fc924b847ae92c48f698b17b2cdd2ce3c	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.1_mimag_class_metrics.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.1_mimag_confusion_matrices.tsv	results/revision/metrics/ws5.1_mimag_confusion_matrices.tsv	b1e4475ad4d0a1cd2fc97aec50dc5b71763d9a85d2ac235fc70d62c771fccaa7	ef5fc140259eed35367536130e34354f0d74acee4b50d879b57d479d8f4113c8	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.1_mimag_confusion_matrices.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.1_mimag_overall_metrics.tsv	results/revision/metrics/ws5.1_mimag_overall_metrics.tsv	98c0dc3097cd3171a0448957010c8bd0b38a03fc97813dd6de57ecea6a4cd4b7	5f9f5d8857f472d34535d992122fa4c24de31b832fac69be67c33f5129c8bd7f	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.1_mimag_overall_metrics.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.2_threshold_analysis.tsv	results/revision/metrics/ws5.2_threshold_analysis.tsv	066fe2bd61939c96f496ff584de0fa84e28c4a9f64a247e2d23968800c5de2b9	767bf4ebff676da419f96f46e3bcefacd8956f5283bb2318918b119001a3a747	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.2_threshold_analysis.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_all_strata.tsv	results/revision/metrics/ws5.3_signed_errors_all_strata.tsv	0ee1a41ebebca725ced66da2c2caa790d926dd783a14fea2732ff979fb8ef379	392f57e4a02e928e9d9c74ab0cf55a01ee37161162c2529295ad104f693d24e4	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_all_strata.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_by_cont_bin.tsv	results/revision/metrics/ws5.3_signed_errors_by_cont_bin.tsv	729bb383e7c111b99796a20550e373a10ca1b1fee65e2f567f0c87c0f81e1148	6655cedc10bc6afee493788a64b8d90fcf4e16c8d9f97c96ed6b6b6bde6ba3ee	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_cont_bin.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_by_domain.tsv	results/revision/metrics/ws5.3_signed_errors_by_domain.tsv	51d966462bc9f79b3d0b4c0d560e328ddf7c95d07985677bb3cdb093db911d17	19f59dbf2f3175f8636581b1359e7f0db5d3af972b135d40262171cc9bcf50fd	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_domain.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_by_mimag.tsv	results/revision/metrics/ws5.3_signed_errors_by_mimag.tsv	8204ab4dce9b73616b03b47b358d85342d40d57747869a007f7ab1ee41bf127b	d3e324180a5b267b02f2a3f15114ab4afff6f0b54ff54642c03c584a566cf968	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_mimag.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_by_phylum.tsv	results/revision/metrics/ws5.3_signed_errors_by_phylum.tsv	52ab4284e78965177d9fedb7e2f0f273925da8fbb544d7b5c5f526f951ceb524	f39c194824d0b278d5f2d4e173f88c2ecb7dbabc2e894383452023e356f57c3d	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_phylum.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_by_relatedness.tsv	results/revision/metrics/ws5.3_signed_errors_by_relatedness.tsv	a29ba63832958de44d352bf010844f8e627bea8e9fb093629653561a3e52da28	81ded001c8c9eb3bc15946f086261d609c5d6c2965305c9e93811674787a791a	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_relatedness.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_overall.tsv	results/revision/metrics/ws5.3_signed_errors_overall.tsv	06d61d113f1c98fa3eea402aeb523cab10d2c4e024d6a4c5456dc35dd2839b10	9844dacfa5a07b3a3c33ee237e5410225901adb15f6f174d2779297150bba0fc	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_overall.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.3_signed_errors_per_genome.tsv.gz	results/revision/metrics/ws5.3_signed_errors_per_genome.tsv.gz	8cc0cf40bbeb57f40557cbf32a0607ceb413eb611cb725b4cd333056c84b03b2	be8516ede92206d851e10f001c3bd12f5d07ae9f9019ac7d203d653c77a2c7c7	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_per_genome.tsv.gz	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.4_clustered_tests.tsv	results/revision/metrics/ws5.4_clustered_tests.tsv	7d13b5bb68823dc236c4343a6e20afaa780d85de65b909c3940e1ca931a18e9f	b397ab3ab44b77bbf682dcd4ae7f9aee59f920f93db595945028febbb64d158e	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.4_clustered_tests.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
results/metrics/ws5.4_phylum_clustered_sensitivity.tsv	results/revision/metrics/ws5.4_phylum_clustered_sensitivity.tsv	c5de8c9c7f56fead93e6b50612e8f9d95fe18e75166bff79a0eb9c4e8ac154b2	67dfe7b87f5f506cd6b4aeba87cdb373be18bdcf33ff967e68a3089421b0b382	snapshot/results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.4_phylum_clustered_sensitivity.tsv	c051b3d8383b560f34942e24ea4cbfe154f079c4
