logical_path	path	sha256	reason
results/revision/cami2/analysis/cami2_paired_tests.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_paired_tests.tsv	a41be62b791bddb893d63c957efbc9bea5c58349471b9d71756e8dd67fac6aab	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/cami2/analysis/cami2_sensitivity_subsampling.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_sensitivity_subsampling.tsv	1632ad7283d4be6592e5e9f1b8d99b4007247127486cc36547ce15664abc5202	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/cami2/analysis/cami2_setF_comparison.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_setF_comparison.tsv	27f3c70d3b4730c7414b8b84e3dc4ba47ebb459965d41fa1094ea132946fed4a	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/cami2/analysis/cami2_tool_scoring_coverage.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_tool_scoring_coverage.tsv	0e534e1c89dcfbe241ffcf8a566ff37c920ac971dfbb49e22d72d8130b9e08ef	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/cami2/analysis/cami2_wellcontrolled_by_distance.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_wellcontrolled_by_distance.tsv	02d87e611ba116b1a7ba8c794cd5fcc87eaf9f2c8d62649ead87a7fc4e07d5da	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/cami2/analysis/cami2_ws39_rows.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_ws39_rows.tsv	720407c12a1e9fe62fcba8b50cae62ff2e4848bbdd52a6ec5755fc4882bfb271	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/cami2/predictions/marine_gold_all_tools.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/marine_gold_all_tools.tsv	85cb3d25e65d605c1fcabc50199cc6bdb49f67b0fca6abf22d6a28e5ffb53aff	Official selected-stage prediction table; stage1 quantitatively unscored
results/revision/cami2/predictions/marine_mixed_all_tools.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/marine_mixed_all_tools.tsv	e4573d19991578ad5a004d091f14309b7606e7a69f6983fac780cd6137dfec43	Official selected-stage prediction table; stage1 quantitatively unscored
results/revision/cami2/predictions/strain_madness_gold_all_tools.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/strain_madness_gold_all_tools.tsv	e53306e27cf85c189d61ec1dc45d756d4e13b3c10f6dfe06796a904816f3b3e8	Official selected-stage prediction table; stage1 quantitatively unscored
results/revision/cami2/predictions/strain_madness_mixed_all_tools.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/strain_madness_mixed_all_tools.tsv	30f010092c75c3f478a998ae3e555c983e1c6edf0c8ef1687c4d6afa44225ca0	Official selected-stage prediction table; stage1 quantitatively unscored
results/revision/circularity/ws1_11_adjusted_truth_sensitivity.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_adjusted_truth_sensitivity.tsv	8ac0fb0d6301f649fe99bcab0b92aa3141b09d9aef8ac0ed30d10cd3c1fc5592	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_arm_metrics.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_arm_metrics.tsv	a7f9e3b6a3e51c794d81e4efd4300be58a488b0803ce60fdeca5208905c5521d	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_did_vs_competitors.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_did_vs_competitors.tsv	0cd585cf0adcf319ff84776065d09836e62be1856d7eaaba3e1ffad1e07ae5cb	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_mimag.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_mimag.tsv	ee0b201459c9a5224b97ec252ea2c2cf513cbe9913d9523c503f6a1534769a02	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_paired_arm_tests.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_paired_arm_tests.tsv	29d170b8579656fb104bbfb02686644e872667df9327da8a25633cbcc611087f	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_per_reference_errors.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_per_reference_errors.tsv	17d76a5630ff6832abec8aae9098aed7ec0665d3a0eca1218147035eb1b4abf9	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_reference_incompleteness_mechanism.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_reference_incompleteness_mechanism.tsv	9944915e1fa44691c443eb77588f06a2f7b0206867d961caa8637d2fe3bdd00e	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_reference_level_scores.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_reference_level_scores.tsv	acc47acc53a9e0404328bf76ee5b82e5194cc1cfb45002da5a3b80d0440de22c	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_reference_level_summary.json	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_reference_level_summary.json	031712dfac72cb0443f9843e0f3025b395d10e4231fc3fa9f9b4a14a0834dc15	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_stratified_by_true_value.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_stratified_by_true_value.tsv	29ed8c75c43b0460a133f33aa750feed930a1d6e9f32df62352677e29f7b7967	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_summary.json	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_summary.json	4befd34b0a4938ed3e72bb9736cf5ca282ab8fb5e1dac4c67eeeaee962d49db3	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/circularity/ws1_11_thresholds.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_thresholds.tsv	bd4dd5967875ed08c3c92be37a17410898a2738ffb35c6b2e50f7767a1b914c7	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/fig5c_verification_resubmission5/duplication_raw_predictions_and_truth.tsv.gz	results/revision/cocopye_stage_resubmission5/independent_figures/duplication_raw_predictions_and_truth.tsv.gz	e461ca9c51cff4182de34e6aa3ccec46d8a95de373412a400471c05344b02642	New independent recalculation from stage-corrected predictions; original verification retained
results/revision/fig5c_verification_resubmission5/independent_duplication_statistics.tsv	results/revision/cocopye_stage_resubmission5/independent_figures/independent_duplication_statistics.tsv	53bfbf1035a90dce7e614f9116bd12fbd165c1c79861e4c6dae4a22c798edb56	New independent recalculation from stage-corrected predictions; original verification retained
results/revision/fig5c_verification_resubmission5/independent_figure3f_thresholds.tsv	results/revision/cocopye_stage_resubmission5/independent_figures/independent_figure3f_thresholds.tsv	f863fe02c4290e48edf249c840664a995575f1beef91096c43a0d1f9a17fcd3d	New independent recalculation from stage-corrected predictions; original verification retained
results/revision/metrics/definitive_domain_restriction.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_domain_restriction.tsv	00d4ce30c7629538a35ee6c9112a4832915d82ff2bde2be222b342820192c77e	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/definitive_headline.json	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_headline.json	92d392c5e7b229ad9ba91e0c2444124a08b71a7022391fc23b1c62ca90e6fb5a	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/definitive_mimag.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_mimag.tsv	7fc2e4cbb5cc63f8378c052bcb76f041f6c5d24a3bd76b05bd33f2cb0d030af1	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/definitive_table_5set.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_table_5set.tsv	2a0c0774e7c60e51c09be464838e3efee5aeabd9f96d34349777b312f051406d	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/definitive_table_5set_wide.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_table_5set_wide.tsv	6c66d6501ddc3e87bdcea8a5f08c6d16c4f0aadf07e30a3160b32187fb54adcd	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/definitive_thresholds.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/definitive_thresholds.tsv	7c81aa3b33f141de2d102aba9976f69b09384a0e49b0fba60ab6e79bed4e5948	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/verification_vs_published.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/verification_vs_published.tsv	ab4d4760d7d9b01f36ebdf9d8fa37242caaa48b715b32c5954df7e8169db249b	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.10_pooled_cluster_definition_sensitivity.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.10_pooled_cluster_definition_sensitivity.tsv	f13752c0421c8f077e90d7cb5565d5a67e398075cafd07bc8b818f6b920baf9c	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.1_mimag_class_metrics.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.1_mimag_class_metrics.tsv	7a2bcfca9d32b0e7046dc06616a4846fc924b847ae92c48f698b17b2cdd2ce3c	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.1_mimag_confusion_matrices.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.1_mimag_confusion_matrices.tsv	ef5fc140259eed35367536130e34354f0d74acee4b50d879b57d479d8f4113c8	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.1_mimag_overall_metrics.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.1_mimag_overall_metrics.tsv	5f9f5d8857f472d34535d992122fa4c24de31b832fac69be67c33f5129c8bd7f	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.2_threshold_analysis.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.2_threshold_analysis.tsv	767bf4ebff676da419f96f46e3bcefacd8956f5283bb2318918b119001a3a747	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_all_strata.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_all_strata.tsv	392f57e4a02e928e9d9c74ab0cf55a01ee37161162c2529295ad104f693d24e4	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_by_cont_bin.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_cont_bin.tsv	6655cedc10bc6afee493788a64b8d90fcf4e16c8d9f97c96ed6b6b6bde6ba3ee	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_by_domain.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_domain.tsv	19f59dbf2f3175f8636581b1359e7f0db5d3af972b135d40262171cc9bcf50fd	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_by_mimag.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_mimag.tsv	d3e324180a5b267b02f2a3f15114ab4afff6f0b54ff54642c03c584a566cf968	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_by_phylum.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_phylum.tsv	f39c194824d0b278d5f2d4e173f88c2ecb7dbabc2e894383452023e356f57c3d	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_by_relatedness.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_by_relatedness.tsv	81ded001c8c9eb3bc15946f086261d609c5d6c2965305c9e93811674787a791a	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_overall.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_overall.tsv	9844dacfa5a07b3a3c33ee237e5410225901adb15f6f174d2779297150bba0fc	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.3_signed_errors_per_genome.tsv.gz	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.3_signed_errors_per_genome.tsv.gz	be8516ede92206d851e10f001c3bd12f5d07ae9f9019ac7d203d653c77a2c7c7	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.4_clustered_tests.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.4_clustered_tests.tsv	b397ab3ab44b77bbf682dcd4ae7f9aee59f920f93db595945028febbb64d158e	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.4_phylum_clustered_sensitivity.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.4_phylum_clustered_sensitivity.tsv	67dfe7b87f5f506cd6b4aeba87cdb373be18bdcf33ff967e68a3089421b0b382	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.5_table_S2_rebuilt.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.5_table_S2_rebuilt.tsv	2e6bc9f1f3766cacdfe51ca6b03eee83eb940ae1ca8a9fd88c268a3ed1651f65	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.8_domain_restriction_accuracy.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.8_domain_restriction_accuracy.tsv	cc3d3c5c1a20c28f1840bcea03926367d002bcd2be060a1db03c7609351bde05	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.8_domain_restriction_mimag.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.8_domain_restriction_mimag.tsv	919b083517a17a8da2ac8cafffe27c03e44bcdb7f8bbeca20b305ffe26b8fc6e	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.8_domain_restriction_thresholds.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.8_domain_restriction_thresholds.tsv	9b6768efb64869a38a902b057dcc8b3cb9662d522bbeb7e51ccde7ab3ead1af7	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.9_per_genome_with_size.tsv.gz	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.9_per_genome_with_size.tsv.gz	0fa6337cfdfb7a41a1d13be206a04e7dae72f6acf0494e2579bcd27276ed7453	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.9_size_bins.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.9_size_bins.tsv	b7b79f63f92aaf7b6463e453a2849ffc0b10ef93532a2a2bc650b9ad4851af9c	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/metrics/ws5.9_size_correlations.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/metrics/ws5.9_size_correlations.tsv	24411722c084bcdfbb4fbf94eb89ae830fca317b43916e4d7b944c63c0770adf	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/fragmentation_gradient.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/fragmentation_gradient.tsv	ad1a72701c041336c89f0e5316bd636fe7ba8d4a6d39d629beb4e0b91d970fc2	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/fragmentation_slopes.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/fragmentation_slopes.tsv	17d0ded5f765f53b134a82340dde3030b4494eea48c8c5215f81a269fc233acd	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/metrics_by_cohort.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/metrics_by_cohort.tsv	0656748406c1607a9e08dde39cba683a1aeb1cd6d43dd88c4fdb08204a87c2dc	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/metrics_full_tool_scoring_coverage.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/metrics_full_tool_scoring_coverage.tsv	27ab19412e683a2ca5c750a7f440f91f413156d4946520b834105e2ce497e453	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/mimag_by_cohort.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/mimag_by_cohort.tsv	8b111ef20e2ec76f753444ced42f5197b06e2c8b6ab7e509a19d3ce8bde9545f	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/paired_tests.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/paired_tests.tsv	a655807b77d842c8d441f9140e27e61b3d5c6f2bb69e1d486b15ca97b5330049	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/per_base_accuracy_effect.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/per_base_accuracy_effect.tsv	98de1f4f9c499cf822efd839e9d4106e820c3198c2f2c683a8095e784d9189b8	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/per_bin_results.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/per_bin_results.tsv	25fc83af47aaac70f78f28f32ca4d29641e54149dd497872e6647b39f556b9d3	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/per_organism_contamination_fp.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/per_organism_contamination_fp.tsv	be0dd1668d57b1aa54daf07154ea77660cdd532dd123d4f67bcbc8f963a649c6	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/meslier/predictions.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/predictions.tsv	8094f48fba48d9a0f06a7e611481575374dd8639e02fc4300e80eaf3f1e1ad6b	Official selected-stage prediction table; stage1 quantitatively unscored
results/revision/real_data/meslier/tool_scoring_coverage.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/meslier/tool_scoring_coverage.tsv	6a55bf2bd445b4bd9da75a55c39df3527430bdab354c2e5e70a2aa10976f9593	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
results/revision/real_data/ncbi_pairs/fragmentation_strata.tsv	results/revision/cocopye_stage_resubmission5/replay/results/revision/real_data/ncbi_pairs/fragmentation_strata.tsv	5f7ca7496e14e7c16a1ef3c1f9569b68ee8338f0a28f92fdadb5a7781bbbe605	Recomputed corrected predictions/statistics, or explicit cohort/definition correction
