path	sha256	bytes
results/revision/cocopye_stage_resubmission5/analysis_status/210.json	dd616a6e79c94968f74948f18bb91685d3f33f009bb21de2ea7a306c6f4a1059	1212
results/revision/cocopye_stage_resubmission5/analysis_status/211.json	5aaf18657da67e784a1d6cb70cc2c4a2129da52bd5717ec1b39927f603678187	984
results/revision/cocopye_stage_resubmission5/analysis_status/257.json	e16171532d234bece7f71b052508048fd2c63da53ad025db57cecdf4c32ddb80	927
results/revision/cocopye_stage_resubmission5/binary_balanced_accuracy_correction/definitive_thresholds.tsv.before.tsv	1c22a39af93b1183c2960209202c9bed578b613a0d6d1d21c00c1fb725a9bea9	24453
results/revision/cocopye_stage_resubmission5/binary_balanced_accuracy_correction/summary.json	6fc4bd1d392e68f0a5bf14df5bc5fb288f4132ef01f27592d21c0a5e14b967f7	1007
results/revision/cocopye_stage_resubmission5/binary_balanced_accuracy_correction/undefined_rows.tsv	bc6203c9d199ff17019d7a91138742fe8c7677d76c05722fc901733b7ce1d477	12695
results/revision/cocopye_stage_resubmission5/binary_balanced_accuracy_correction/ws5.2_threshold_analysis.tsv.before.tsv	114708bfc22c818935fe5f5391a3ead48c02aa487fc5c5634f12b9bafb2df252	132518
results/revision/cocopye_stage_resubmission5/cami_controlled_dose_recovery/cohort_coverage.tsv	ef4014dad9b419c0fd5aa1ccf9674288481ac50e24e33dd9cc544313aadb4cc5	290
results/revision/cocopye_stage_resubmission5/cami_controlled_dose_recovery/historical_point_reconstruction.tsv	eb3932783f22eacad30bfc5a63765fecb1c57e9d5a6cb60e4b320984f0e546c4	7282
results/revision/cocopye_stage_resubmission5/cami_controlled_dose_recovery/summary.json	93a570fa6ea7a8b764515f876c46b3f3d76c7e3b16771212c76ce7abdfe92809	1352
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/201_before_scope.json	b9aceb956d5f7e64786f651c71681903d3c57351c7a0a11d6faf98b0e6ccf34a	1423
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/201_script_before_donor_guard.py	f6e13eb061fddcd4df7df67b3ce182e3a2b15c9917958c5be0b6b34f53b5de86	32629
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/201_script_before_scope.py	27ea10c435ebfc31c6968bf79493fb0146667be5993e3fdfbf6db40090addfbc	31560
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_accuracy_by_cohort.tsv	e1ba3f29b1e783d411d99133b9708f1689ed7e94cdd2574a0f39634b93412cfb	61778
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_censoring.tsv	caa9b4f7a0ec5c1ef30db8e3d9de8deb38e6a5581e56960dcc5f97689363491d	2108
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_detection_slopes.tsv	cd8fa7cc18b8550b7802d80f52cbee0011654963ef04024894ae59539c5277e6	1003
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_domain_restriction.tsv	3b2b85b0ab9d1d3d10c82a7d6310214b1e64d94f715bd99751a61a30e5d2a2bd	1903
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_gold_by_completeness_decile.tsv	e115b738eda40c14f20faae32c11cd3ab9e36851b4e6a74e580bcbb46619c400	23597
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_headline.json	50724cfe9f84fa58ddb5da232614664551f7b1360a123bdb401e3831ea77ec8e	9132
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_long_predictions.tsv	63708bebc9551b8d20f4f903dcb8a3249528762b45507254999d02a58f784b88	7348168
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_mimag.tsv	4a3effca42372718c4687748c948ba63cc3192a2d3bacb7f768f5c1c6e26c96a	9022
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_mixed_by_distance.tsv	a1129a9572274c7de216172166dfd9d95278f62fc00a65ff20c9b4d5eecfb2f5	29851
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_paired_tests.tsv	a41be62b791bddb893d63c957efbc9bea5c58349471b9d71756e8dd67fac6aab	20113
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_palette_cvd_check.tsv	d7fe8fedfaf92fceb5ffb4609b76475a238607c120e6568f952525e8b9409715	822
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_sensitivity_subsampling.tsv	1632ad7283d4be6592e5e9f1b8d99b4007247127486cc36547ce15664abc5202	8053
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_setF_comparison.tsv	27f3c70d3b4730c7414b8b84e3dc4ba47ebb459965d41fa1094ea132946fed4a	5457
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_tool_scoring_coverage.tsv	3102a3ec31b411b09897b931dcb53a15788b34fdf78f12585f4a053c29f1d697	2644
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_wellcontrolled_by_distance.tsv	02d87e611ba116b1a7ba8c794cd5fcc87eaf9f2c8d62649ead87a7fc4e07d5da	30017
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/before_scope/cami2_ws39_rows.tsv	b9c9200d5376c7793f1eec7c701606045067bbb8bb815d45b92dacaef27c5f5e	8880
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/preparation.json	a23a06c0eb8f10678fb0c5a2870e26ad49bd30069f9bf15afa51bf4e4c85615a	6233
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/primary_result_invariance.tsv	85d60d704f84264d7bbf5366cd02ece5ebd4595f4f9ddffa6cde48d6dfc190bb	172
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/source_and_truth_accounting.tsv	4a0fba57609cc17db3bca1c374c98e2cab54024a30cb3f9300be66930aa27a38	827
results/revision/cocopye_stage_resubmission5/cami_microbial_scope/summary.json	ef491b9501e7483f9bf30764b1a51b60b75885d7c8b5faea848ba83350eaa4be	3266
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage/coverage.tsv	d7747ce061100d1d9a7e9cf69eb84fdeba501ec17640301a2f15e344db607380	3200
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage/membership.tsv	31f02e53e2878a7c9363ba7baa1f590c78fb8407cf3fe594ff0072017d77a45a	436221
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage/metrics.tsv	6502917e67b723333c5776b6e0ce216cfb94a1fe16340c21fc030f42ce9a4bd9	8062
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage/paired_mae_differences.tsv	6187316394922dd27c1ff1a6eac9c57b59102fee4645e7017a2fb4d3e34faba6	2814
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage/summary.json	a50909f71042daea09c346aad7050df942b71985572ba49995b23be25382b5e8	2534
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage_microbial/coverage.tsv	3fb9eee6146bf678103dfa1f9fbd7486cefafae14452f0973fbf57dc6cddc2fa	3166
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage_microbial/membership.tsv	d9fe5869af0089b18318dc8fb6cfab3281a67dd265280d45fbf812ae1cbabc23	387408
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage_microbial/metrics.tsv	2d5e2e46834f3a99c26928446947dd45ae8d29606d1be5d1e3c0c34715fe2d94	6342
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage_microbial/paired_mae_differences.tsv	65cdcf3d773e0c3d676e9f3fa54dd6bb9281245a37c0c7de73c366e5ad9af3fe	2222
results/revision/cocopye_stage_resubmission5/cami_pairwise_coverage_microbial/summary.json	e61e4e1fb27368b9c5fd3e0b00eab06bf503c7278f9f11c989c8a9bc37775fad	2387
results/revision/cocopye_stage_resubmission5/cami_sequence_input_validation/sequence_and_raw_score_checks.tsv	9f319733d0f37d5fd4621d04afeb52c6a425a12927fd291e961e135f84d6e403	158836
results/revision/cocopye_stage_resubmission5/cami_sequence_input_validation/summary.json	d096ee167bc321c5f9a40d551da0e80ad564c9cfc3c471c6bfc22e3cf34d2b62	2753
results/revision/cocopye_stage_resubmission5/consumer_join_validation.tsv	fab0b9cc8f84bd7f4489b40862ea941b577960075e251e62b78e2792914926bc	4444
results/revision/cocopye_stage_resubmission5/corrected_artifact_allowlist.tsv	478f7b5f8ba4021c9352e336ef72f572581cca9728af444ac7d6a02c1256360e	40929
results/revision/cocopye_stage_resubmission5/corrected_prediction_manifest.tsv	493fb306cb828cc228cf9bbc2a8caf80d0f0d783574ede31ac0ea46b9d1d9587	11044
results/revision/cocopye_stage_resubmission5/diagnostic_context/normalization_context.md	963be3e2e81499b63042b04ae2d5b4c75d5d399070d6eb1ba249a7bc33d39d5a	650
results/revision/cocopye_stage_resubmission5/diagnostic_context/summary.json	c6eea138b3e9ede9c5de4d6fb65726a546ce5239592b4d0770225b99b7da81ec	2672
results/revision/cocopye_stage_resubmission5/document_deltas/DECISION_RULE_AUDIT.md	23086140f56b1d88c7dc011da55cedef6abd5370a24c2f57b07c738161c08528	971
results/revision/cocopye_stage_resubmission5/document_deltas/decision_rule_audit.json	f38b01e9e7feb0e0c19be3c1111df02c068a62a647ec593fe7aac8d6a86709cf	2616
results/revision/cocopye_stage_resubmission5/document_deltas/numeric_cell_deltas.tsv	bb635e331cc3deeeee3f6b3aee76a6ae50508310785f9d551e3d75b0df71fee9	2441082
results/revision/cocopye_stage_resubmission5/document_deltas/primary_30_paired_tests_final.tsv	157941dce4e613745e7071946d8ce75568d58e2ef79487c4e4d847b2851b036a	19971
results/revision/cocopye_stage_resubmission5/document_deltas/primary_accuracy_final.tsv	41afc96012f0d5f39e73ed55d40e3eb3c7edb17c050c436c51c59717a3bbb9b1	19689
results/revision/cocopye_stage_resubmission5/document_deltas/primary_summary.json	df1d6cdde6400498e6be361492906101f1a9bb26919d9b552e9ed5b90f0fe25f	20169
results/revision/cocopye_stage_resubmission5/document_deltas/primary_test_partition.tsv	ece7009295ad357bd1cf53e8985304833e028221fca356ead5a3d64812ae7cad	433
results/revision/cocopye_stage_resubmission5/document_deltas/source_reconciliation_manifest.json	033a7b2c058fca9b70694e1908caa994fa468fcd4cacfba692181116c1df1604	18037
results/revision/cocopye_stage_resubmission5/document_deltas/unchanged_tool_per_set_verification.tsv	a467477a5083ddee1e2f3d533de795200f7c1b9b87bea08e51a4256dce943348	178
results/revision/cocopye_stage_resubmission5/figure_input_manifest.json	c013ab41f9b71db9e20a3158002cf5ef11506103c46241d7b0cbab21866e8f6e	119062
results/revision/cocopye_stage_resubmission5/figure_input_manifest.tsv	dc57acee91ec7159ca8ee64354abae9cdbb8157221a16e421ab2e151a1f876eb	87488
results/revision/cocopye_stage_resubmission5/historical_immutability_before.tsv	2c6bcf8a85c55b146ceebd94698677f84f08177940c95e48727cacce1a47ccb6	2499228
results/revision/cocopye_stage_resubmission5/historical_immutability_verified.tsv	578d46836ff0f06052e35c2b1b6f38ed6e1858348512842d7294f98118ee1f65	815079
results/revision/cocopye_stage_resubmission5/in_range_sensitivity/accuracy.tsv	d71c9800325e76779155d89d4573939c70202e998ace89d40141b50eb4f99b67	23042
results/revision/cocopye_stage_resubmission5/in_range_sensitivity/eligible_predictions.tsv.gz	8ed52ab60cc1a6fc2e26656d0907e7e43300a89d240ff2e6965a7f7fc58321a2	161784
results/revision/cocopye_stage_resubmission5/in_range_sensitivity/paired_comparisons.tsv	2c4cd3748c83607d14bd97eed98da0db017b3589470f48a09e00a26f8723ec78	21922
results/revision/cocopye_stage_resubmission5/in_range_sensitivity/scoring_coverage.tsv	b3afe09c457e1d4a3dd04a4dc889ef9a19928f2f9f29ad21885973a8a31ccfba	1090
results/revision/cocopye_stage_resubmission5/in_range_sensitivity/summary.json	12e0dffcac1937a99fb42f4f366baa4cb2e7af2d997eb0fc3eb58f1735b17787	2624
results/revision/cocopye_stage_resubmission5/independent_figures/duplication_raw_predictions_and_truth.tsv.gz	e461ca9c51cff4182de34e6aa3ccec46d8a95de373412a400471c05344b02642	142477
results/revision/cocopye_stage_resubmission5/independent_figures/independent_duplication_statistics.tsv	53bfbf1035a90dce7e614f9116bd12fbd165c1c79861e4c6dae4a22c798edb56	6825
results/revision/cocopye_stage_resubmission5/independent_figures/independent_figure3f_thresholds.tsv	f863fe02c4290e48edf249c840664a995575f1beef91096c43a0d1f9a17fcd3d	1613
results/revision/cocopye_stage_resubmission5/independent_figures/input_manifest.tsv	18db6af8b5930f9c3ba28e175fd143d591836d6b7d173bf257d134e20a9c2645	5962
results/revision/cocopye_stage_resubmission5/independent_figures/summary.json	6b8f46053ca5389c6384058a44bd6415c01857acba43f6ce302c8bed46c0511b	8427
results/revision/cocopye_stage_resubmission5/ncbi_three_tool/metrics.tsv	d1849c0cb6c4477e6ba59e176573634ea4161c7f14ba25f86ca166ee164da723	4398
results/revision/cocopye_stage_resubmission5/ncbi_three_tool/paired_mae_differences.tsv	beab793d7826049f5dc701c0e912be4e154eb8d835d0036ad1c259db9889b343	3255
results/revision/cocopye_stage_resubmission5/ncbi_three_tool/scoring_coverage.tsv	cb3c7ad1cd786430a41011c0a1d13215ae54879d4f3b429d1c6bbd6f9c9c263d	559
results/revision/cocopye_stage_resubmission5/ncbi_three_tool/summary.json	8669923483e98f909f290d4de41b65c45cb9660bb09a350bbbc22830a5791db9	2194
results/revision/cocopye_stage_resubmission5/novelty_replay_change.json	eec2e18e8da717ae1988621a845bd2238572133456d89c5e3e926d7cca5a5f8c	689
results/revision/cocopye_stage_resubmission5/parser_verification.json	5d710eb7e62033381e22aa4096141eb1d32295bbc760efd3e70630b3bc150f35	1024
results/revision/cocopye_stage_resubmission5/plot_range_audit.json	c5e5ebf86c6f926660abcbd90a510f8e8262a97e40ced477369280b48f0aa44f	7679
results/revision/cocopye_stage_resubmission5/pooled_cluster_correction/corrected_pooled_metrics.tsv	c315b68b5b69b19fd3ddd3d917c85a8a3acf1b8443f408aa244bb5bfe0a14e15	2925
results/revision/cocopye_stage_resubmission5/pooled_cluster_correction/direct_weight_equivalence.tsv	ee08b8f155d9e34eff9862d7a04f512220f27e835de3f3f4e06e5e53ca103bb4	2233
results/revision/cocopye_stage_resubmission5/pooled_cluster_correction/historical_set_by_reference.tsv	01d0fbc33037c963279714d10ddfc9ecc0eb7a95e10e08e4bec8d8607a70a944	4198
results/revision/cocopye_stage_resubmission5/pooled_cluster_correction/reference_membership.tsv	dacfab9fb8fbe119857e4663ffa6675318b5849f13d2db3ab6fd3e676a3152b9	38131
results/revision/cocopye_stage_resubmission5/pooled_cluster_correction/summary.json	1f15a6dede9b0e6c87738f547d1efe540b27c784ddec09740d5b7bd966fddefe	2099
results/revision/cocopye_stage_resubmission5/pooled_cluster_correction/ws5.5_before_pooled_ci_correction.tsv	b396d2940fa1a7fe3f813ef0d155dab9e3cfb616fc0177caba5cba37fc2d0579	78143
results/revision/cocopye_stage_resubmission5/prediction_consumer_map.tsv	51b572ad0391e5909fc79eb3893c66e6d27e5ce34b8c3566d9d0cc746c59c4d7	5866
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/motivating/set_A/cocopye_predictions.tsv	7f77bee72d44465914e88208b4d2db0d0c13b34f53dadaddd418d2092c340650	56584
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/motivating/set_B/cocopye_predictions.tsv	21124283989645689ba82a59c4d5fea26546bc8346975cf10f43245ccf2ac39e	104040
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/motivating_v2/set_A/cocopye_predictions.tsv	0860984c23589c137793fa958e94ab2d51cb89204813f7f2c8ab687ee8f72465	91867
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/motivating_v2/set_B/cocopye_predictions.tsv	b81649e43df34bf89045a8b0381b3392214533f8e11f073e5ae38c87312cb9b7	86838
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/motivating_v2/set_C/cocopye_predictions.tsv	8977a8c8abeb39a3fea2e4050e16064826f6eb73f9fa2d309116eaf5f902f81a	100182
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_A/cocopye_predictions.tsv	0154a47988f51cec2e2406c64ee65844d2685eb5f8fab9c23a7d3a30538a02c3	58142
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_A_v2/cocopye_predictions.tsv	bb14868348838ae3bfc5fb29e74e4c37c323ab691a405a49d10fa3afd3094235	92303
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_B/cocopye_predictions.tsv	76d34aa1cf3326d10028e0596fb78b5089212c4621597d9388056927a255a6ed	56387
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_B_v2/cocopye_predictions.tsv	c6d503ae54283a59c77c3906b04fa568cbf25161b84188651a34c57e56ac2bc6	87429
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_C/cocopye_predictions.tsv	cd50969da4daee2fc896d1319c3558580028b547d310b2ece69dd3bd6144788c	110486
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_C_clean/cocopye_predictions.tsv	a73294b9da70503dedf2699568d56f021f207a6cb71d1094305011e95e7930c6	111291
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_D/cocopye_predictions.tsv	5ad21a02a19e7c0bab7142ed543a575e4e2047a01e87800c89514e485e6f2c21	109432
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_D_clean/cocopye_predictions.tsv	824377a66ba1a7fe79f8cf126d0559ff8b28aef4b5f37d2fc353bdc949b92e45	110551
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_E/cocopye_predictions.tsv	696374cdd9bda088d2aa57378681b16205bd8cf4c0fdc87f1862b370c0878e12	98827
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_F/cocopye_predictions.tsv	65b4f60560a9a8558c8b074f3c73635090f0108b9ec24b5103c06e684266bd7a	226388
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_G/cocopye_predictions.tsv	b6d0b50805cba752f515b974606cc3d0f18e0b71f07af5f17716ce228be1ae3d	231127
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_H_ncbi/cocopye_predictions.tsv	da4b518944008845a6f82c263a3d709974f3b2418c2443968e083f64c6837818	421571
results/revision/cocopye_stage_resubmission5/replay/data/benchmarks/set_H_ncbi/reference_level_cocopye_selected.tsv	0ba19302c8a6f9a019391df016f4d222072c0192de736000a117d71ea6e247e2	35662
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_accuracy_by_cohort.tsv	b902797c4b8ebea641287c993d7e6e175148a4beda578485f416f975a2b2bacc	61778
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_censoring.tsv	494284ab663c76b56d1b068f97cd92bf7240b4dd660c93fd77ac306ebad6c5ef	2107
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_detection_slopes.tsv	cd8fa7cc18b8550b7802d80f52cbee0011654963ef04024894ae59539c5277e6	1003
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_domain_restriction.tsv	078731a54cd74a9b7d2e0c97b9ac51a1d87c3ee57bf43414a8a39bfcfc725cb8	1905
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_gold_by_completeness_decile.tsv	e115b738eda40c14f20faae32c11cd3ab9e36851b4e6a74e580bcbb46619c400	23597
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_headline.json	1bfb2eb26a022a6283188b3c5aa59fed309655d1de5085689b7883b5d9250613	9409
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_long_predictions.tsv	8ab6aced61905404f45c4b0149ff8e3015ba09d73ef6ff4347e0882240b18b4c	6790474
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_mimag.tsv	4a3effca42372718c4687748c948ba63cc3192a2d3bacb7f768f5c1c6e26c96a	9022
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_mixed_by_distance.tsv	a1129a9572274c7de216172166dfd9d95278f62fc00a65ff20c9b4d5eecfb2f5	29851
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_paired_tests.tsv	a41be62b791bddb893d63c957efbc9bea5c58349471b9d71756e8dd67fac6aab	20113
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_sensitivity_subsampling.tsv	1632ad7283d4be6592e5e9f1b8d99b4007247127486cc36547ce15664abc5202	8053
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_setF_comparison.tsv	27f3c70d3b4730c7414b8b84e3dc4ba47ebb459965d41fa1094ea132946fed4a	5457
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_tool_scoring_coverage.tsv	0e534e1c89dcfbe241ffcf8a566ff37c920ac971dfbb49e22d72d8130b9e08ef	2990
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_wellcontrolled_by_distance.tsv	02d87e611ba116b1a7ba8c794cd5fcc87eaf9f2c8d62649ead87a7fc4e07d5da	30017
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/analysis/cami2_ws39_rows.tsv	720407c12a1e9fe62fcba8b50cae62ff2e4848bbdd52a6ec5755fc4882bfb271	8880
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/marine_gold_all_tools.tsv	85cb3d25e65d605c1fcabc50199cc6bdb49f67b0fca6abf22d6a28e5ffb53aff	411649
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/marine_mixed_all_tools.tsv	e4573d19991578ad5a004d091f14309b7606e7a69f6983fac780cd6137dfec43	820542
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/strain_madness_gold_all_tools.tsv	e53306e27cf85c189d61ec1dc45d756d4e13b3c10f6dfe06796a904816f3b3e8	301208
results/revision/cocopye_stage_resubmission5/replay/results/revision/cami2/predictions/strain_madness_mixed_all_tools.tsv	30f010092c75c3f478a998ae3e555c983e1c6edf0c8ef1687c4d6afa44225ca0	1014021
results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_adjusted_truth_sensitivity.tsv	8ac0fb0d6301f649fe99bcab0b92aa3141b09d9aef8ac0ed30d10cd3c1fc5592	695
results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_arm_metrics.tsv	a7f9e3b6a3e51c794d81e4efd4300be58a488b0803ce60fdeca5208905c5521d	8312
results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_did_vs_competitors.tsv	0cd585cf0adcf319ff84776065d09836e62be1856d7eaaba3e1ffad1e07ae5cb	1990
results/revision/cocopye_stage_resubmission5/replay/results/revision/circularity/ws1_11_mimag.tsv	ee0b201459c9a5224b97ec252ea2c2cf513cbe9913d9523c503f6a1534769a02	1296
