dataset	tool	distance_rank	n	n_clusters	filter	note	denominator	bootstrap_iterations	seed	cluster_definition	cont_bias	cont_bias_lo	cont_bias_hi	cont_mae	cont_mae_lo	cont_mae_hi	slope	slope_lo	slope_hi
marine	DeepCheck	order	137	69	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	676375455	Dominant source reference within dataset	-5.289196785632325	-6.175326869740035	-4.375253706121771	5.759876437817176	4.86200055557648	6.581457094802744	0.2971361040757002	0.19928894406190684	0.39513879438185995
marine	DeepCheck	phylum	164	95	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	2598147165	Dominant source reference within dataset	-6.2359945595465	-7.139649453524168	-5.327521074232842	6.701032369725733	5.903656615065976	7.533059244805194	0.1676071983361246	0.10369254494542501	0.2460324751729074
marine	DeepCheck	species	69	34	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3694618260	Dominant source reference within dataset	-3.7628647046673818	-5.322536828999445	-2.3108105210566148	4.382167291610055	3.1122123106479056	5.768417353898415	0.40669803697103285	0.25988827395018793	0.5807452582053267
marine	MAGICC_V5	class	155	89	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1983482023	Dominant source reference within dataset	-2.599375081262568	-4.177689606346757	-0.8145964799633372	5.356406401865327	4.457936788449283	6.266597103229084	0.7036005221648023	0.5462457906893676	0.8745352318488547
marine	MAGICC_V5	family	165	85	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	2504394818	Dominant source reference within dataset	-5.70085327050748	-7.043916384621713	-4.348010749042076	7.01470035889613	6.074555548708377	8.030487834209099	0.4321289921291269	0.30134598648790256	0.5605934784772146
marine	MAGICC_V5	genus	143	74	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	2713686070	Dominant source reference within dataset	-8.391114344422581	-9.624652682684117	-7.134708007569142	8.819054637775288	7.659026130178312	9.923691066916826	0.19375439933690755	0.06418595154394663	0.3601965926303679
marine	MAGICC_V5	order	137	69	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1855722156	Dominant source reference within dataset	-2.7193918693520187	-4.3627925513662635	-0.9685232977998259	5.9137232086595475	4.9291718808803395	6.98035219245355	0.865675696763605	0.6102392358368084	1.1323973552242224
marine	MAGICC_V5	phylum	164	95	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	370820083	Dominant source reference within dataset	-0.021020956982169017	-1.2342658657464138	1.214480115059792	4.165944611888037	3.4303434227537353	4.968449317048501	1.1023321854540191	0.9417615765496273	1.2483876696878207
marine	MAGICC_V5	species	69	34	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3431607978	Dominant source reference within dataset	-8.458419334610847	-10.53721753899175	-6.51160944537086	8.749293838979048	6.948391371218199	10.684766798975685	-0.0218003603882731	-0.0778944561835961	0.04518950870597299
strain_madness	CheckM2	class	369	151	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1060229981	Dominant source reference within dataset	-5.718682078521501	-6.2545821213305555	-5.179487874049548	6.204565594499465	5.736048425737534	6.676917659510641	0.2903057776674669	0.24569331125339577	0.33558298873351056
strain_madness	CheckM2	family	370	177	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	4246574941	Dominant source reference within dataset	-4.782865013351134	-5.3068654890443305	-4.254247653312334	5.477169030968359	5.017743347410198	5.947149810942241	0.40751309105339356	0.35266468891338243	0.4683511660938274
strain_madness	CheckM2	genus	360	160	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3920087436	Dominant source reference within dataset	-4.059850393631642	-4.573961223697453	-3.524501667553509	5.050226895543113	4.6185486787495185	5.472194846428754	0.42884483875010343	0.36492178361382516	0.49541386889481576
strain_madness	CheckM2	order	372	155	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	651381078	Dominant source reference within dataset	-5.856269285140651	-6.4254194633380335	-5.294502242884013	6.39663376885733	5.890331320623118	6.886466275306533	0.2767236264899754	0.22749202792617723	0.3302342174351313
strain_madness	CheckM2	phylum	375	162	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	2085796556	Dominant source reference within dataset	-6.69784539597496	-7.363361771159976	-6.0329815844934265	7.120917300125123	6.537612372584893	7.717766750998682	0.16054812226723153	0.12016000526649155	0.2027190850770705
strain_madness	CheckM2	species	372	205	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1757097585	Dominant source reference within dataset	-4.496833054384029	-5.004653419099956	-3.9769489079694758	5.291877276197101	4.877272549439469	5.71353738011112	0.3929874708271464	0.3387886043360802	0.4506337547770469
strain_madness	CoCoPyE	class	369	151	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3130143189	Dominant source reference within dataset	15.54548255717616	14.144529050220347	17.0452634685733	15.685461069388955	14.313813549375153	17.15972810859793	1.094686131288573	0.9164012812497814	1.2902854703730045
strain_madness	CoCoPyE	family	370	177	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1074535790	Dominant source reference within dataset	18.676489344200597	17.08357664400816	20.26244757960478	18.739511734799507	17.16763022097437	20.309881589408544	1.617629808284341	1.422470046058514	1.81951220241913
strain_madness	CoCoPyE	genus	360	160	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1846029092	Dominant source reference within dataset	19.043229281588577	17.683808979880922	20.527953319837124	19.17712516770102	17.8422028855931	20.66060374705477	1.169588970995036	1.000466899676928	1.3397903967713145
strain_madness	CoCoPyE	order	372	155	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	2725554126	Dominant source reference within dataset	15.033067130845405	13.666207194052658	16.4727019393785	15.434968817477055	14.172783017279299	16.774602752975948	1.143298933567371	0.9747454758392555	1.3151355863993777
strain_madness	CoCoPyE	phylum	375	162	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3210227903	Dominant source reference within dataset	11.309963750086428	10.013160101327536	12.661221433403435	11.958211266337448	10.758853404462807	13.24854576418873	0.7641727841748559	0.6226050354807572	0.9162848782344668
strain_madness	CoCoPyE	species	372	205	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3951058186	Dominant source reference within dataset	19.901562136106893	18.366548613283374	21.379322314167286	19.982445175265923	18.46021807258738	21.475063395620488	1.618646067073923	1.4284983436403245	1.8181753900904754
strain_madness	DeepCheck	class	369	151	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	4049151033	Dominant source reference within dataset	-6.22364962194613	-6.7670832765675355	-5.686584620709454	6.614069701787245	6.127280162262615	7.1018715759876585	0.22813085722491613	0.1976073488093494	0.26179703124366976
strain_madness	DeepCheck	family	370	177	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3361438679	Dominant source reference within dataset	-5.690635972854076	-6.197235998525168	-5.204075875345214	6.12525737728493	5.672374536607892	6.580947465959232	0.31230020396792013	0.2655041245766902	0.3595076758738034
strain_madness	DeepCheck	genus	360	160	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	652418216	Dominant source reference within dataset	-4.575911124148552	-5.1557812433665156	-4.009542486747769	5.4613874545700165	5.013342742166912	5.962770708132731	0.3619660758868438	0.29357068445996004	0.4297738603907017
strain_madness	DeepCheck	order	372	155	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3916865082	Dominant source reference within dataset	-6.286789210784971	-6.84704873995867	-5.740545199815522	6.721879939974023	6.2264983654633115	7.227889571476196	0.22620956395241146	0.18548463231657286	0.27253144713819794
strain_madness	DeepCheck	phylum	375	162	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1225314374	Dominant source reference within dataset	-6.882281007606037	-7.533879976119498	-6.223111879542287	7.269065254037324	6.665214995103058	7.858387462399073	0.12093089531876902	0.08939600011101541	0.15463273357314325
strain_madness	DeepCheck	species	372	205	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1687623243	Dominant source reference within dataset	-5.182534451555934	-5.677433860607589	-4.6803755508719	5.626626247801189	5.197343710184559	6.038985172074312	0.36811496540846367	0.3231304959718695	0.4150093239245201
strain_madness	MAGICC_V5	class	369	151	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3147021138	Dominant source reference within dataset	-0.8357702350255659	-1.0994047945133483	-0.5594071350020611	1.7745093350661112	1.6276118950036162	1.9349854512415987	1.0617134527275203	1.0332142088764862	1.092915233142136
strain_madness	MAGICC_V5	family	370	177	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1268337777	Dominant source reference within dataset	-2.928371540486269	-3.517019469274602	-2.336372099759875	4.009864362024521	3.5299864182785847	4.510522729500975	0.9177275800124373	0.8256010465193306	1.004405996410546
strain_madness	MAGICC_V5	genus	360	160	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1896202659	Dominant source reference within dataset	-7.955010121003864	-8.630627270855863	-7.259757987819026	8.136356378790286	7.500561109662706	8.760325106141591	0.35626048043829667	0.2551616120592801	0.45489037155811773
strain_madness	MAGICC_V5	order	372	155	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	2742108497	Dominant source reference within dataset	-1.6675392186917255	-2.0135260956763723	-1.3131580137654257	2.492584139038443	2.277746815160473	2.7213140357057632	1.020258114360579	0.9722856305624225	1.064248697186409
strain_madness	MAGICC_V5	phylum	375	162	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	3418816448	Dominant source reference within dataset	-0.4222671252282937	-0.7346358228348632	-0.02265668280966986	1.506409742666423	1.2900617676728172	1.8108299399573524	1.040369377606078	1.007253533145402	1.0788515600173623
strain_madness	MAGICC_V5	species	372	205	realised contamination <= 1.5 x target; training-overlap-screened, in-domain, completeness >=50%, scored by all four tools	Truth-based dose sensitivity. Exact realized truth is retained; stage-1 unscored CoCoPyE rows are excluded from the shared quantitative cohort and counted in coverage.	Both truth percentages use full dominant-reference bp as denominator.	2000	1953234549	Dominant source reference within dataset	-8.137793636491557	-8.769259698208439	-7.4798657259589705	8.699871685993145	8.090270199009304	9.266635613333136	0.3700779765954014	0.26639793452968	0.4733981126067574
